19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:36:48: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:48: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 720 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt hits Boss Practice Dummy for 720 Death damage. 
19:36:48: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:48: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:48: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 106 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 106 Physical damage. 
19:36:48: ( 9 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Er's Barbed Shot dissipates from Elite Practice Dummy.
19:36:48: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 138 , 1210012596 , Auto Attack ) Er's Auto Attack critically hits Elite Practice Dummy for 138 Physical damage. 
19:36:49: ( 15 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1270156362 , Auto Attack ) Normal Practice Dummy dodges Kinesthetic's Auto Attack.
19:36:49: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 387 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 387 Air damage. 
19:36:49: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:49: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (104 overheal)
19:36:49: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 267 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 267 Death damage. 
19:36:49: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Boss Practice Dummy suffers 249 Death damage from Aoife's Defile. 
19:36:49: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt heals Aoife for 0. 
19:36:49: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 501 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 501 Air damage. 
19:36:49: ( 8 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Elite Practice Dummy is afflicted by Er's Barbed Shot.
19:36:49: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 159 , 1243745316 , Barbed Shot ) Er's Barbed Shot hits Elite Practice Dummy for 159 Physical damage. 
19:36:49: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:50: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 753 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 753 Air damage. 
19:36:50: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:50: ( 5 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness heals Kinesthetic for 0. 
19:36:50: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 111 , 748009254 , Soul Sickness ) Normal Practice Dummy suffers 111 Death damage from Kinesthetic's Soul Sickness. 
19:36:50: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 90 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 90 Physical damage. 
19:36:50: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:50: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 395 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 395 Air damage. 
19:36:50: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:50: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:36:51: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 655 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 655 Death damage. 
19:36:51: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 657 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 657 Death damage. 
19:36:51: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (104 overheal)
19:36:51: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 495 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 495 Air damage. 
19:36:51: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic gains Kinesthetic's Fiery Burst.
19:36:51: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 267 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 267 Death damage. 
19:36:51: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Boss Practice Dummy suffers 249 Death damage from Aoife's Defile. 
19:36:51: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:51: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 88 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 88 Physical damage. 
19:36:51: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:36:51: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1580629321 , Enhanced Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Fiery Burst.
19:36:51: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 753 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 753 Air damage. 
19:36:51: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:36:51: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1885984242 , Riftwalk ) Normal Practice Dummy is immune to Kinesthetic's Riftwalk.
19:36:51: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 130745899 , Fiery Burst ) Kinesthetic's Fiery Burst fades from Kinesthetic.
19:36:51: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:51: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:51: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:36:51: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1509965523 , Fiery Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Fiery Burst.
19:36:51: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 345 , 909489591 , Riftwalk ) Kinesthetic's Riftwalk hits Normal Practice Dummy for 345 Air damage. 
19:36:51: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:52: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:52: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:36:52: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 655 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 655 Death damage. 
19:36:52: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:52: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 113 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 113 Physical damage. 
19:36:52: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Kinesthetic's Fiery Burst hits Normal Practice Dummy for 292 Fire damage. 
19:36:52: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:53: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:53: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:53: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:36:53: ( 5 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness heals Kinesthetic for 0. 
19:36:53: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:53: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:53: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:36:53: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:36:53: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 86 , 748009254 , Soul Sickness ) Normal Practice Dummy suffers 86 Death damage from Kinesthetic's Soul Sickness. 
19:36:53: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Boss Practice Dummy suffers 249 Death damage from Aoife's Defile. 
19:36:53: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Kinesthetic's Enhanced Storm Burst dissipates from Normal Practice Dummy.
19:36:53: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Normal Practice Dummy suffers 292 Fire damage from Kinesthetic's Fiery Burst. 
19:36:53: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:54: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Normal Practice Dummy is afflicted by Kinesthetic's Frost Strike.
19:36:54: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 630 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike critically hits Normal Practice Dummy for 630 Water damage. 
19:36:54: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:54: ( 9 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Er's Barbed Shot dissipates from Elite Practice Dummy.
19:36:54: ( 8 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Elite Practice Dummy is afflicted by Er's Barbed Shot.
19:36:54: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 265 , 1243745316 , Barbed Shot ) Er's Barbed Shot critically hits Elite Practice Dummy for 265 Physical damage. 
19:36:54: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:54: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 138 , 1210012596 , Auto Attack ) Er's Auto Attack critically hits Elite Practice Dummy for 138 Physical damage. 
19:36:54: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 86 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 86 Physical damage. 
19:36:54: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:36:54: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 186 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 186 Death damage from Aoife's Dark Touch. 
19:36:54: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:54: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Normal Practice Dummy suffers 292 Fire damage from Kinesthetic's Fiery Burst. 
19:36:55: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (104 overheal)
19:36:55: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 267 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 267 Death damage. 
19:36:55: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Boss Practice Dummy suffers 249 Death damage from Aoife's Defile. 
19:36:55: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike dissipates from Normal Practice Dummy.
19:36:55: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 357 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 357 Air damage. 
19:36:55: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:55: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 942 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 942 Death damage. 
19:36:55: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 623 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 623 Death damage. 
19:36:55: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1509965523 , Fiery Burst ) Kinesthetic's Fiery Burst dissipates from Normal Practice Dummy.
19:36:55: ( 4 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 292 , 1509965523 , Fiery Burst ) Normal Practice Dummy suffers 292 Fire damage from Kinesthetic's Fiery Burst. 
19:36:56: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 1 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 1 Power.
19:36:56: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 108 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 108 Physical damage. 
