19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
04:35:18: ( 4 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 130 , 1630486843 , Lightning ) Normal Practice Dummy suffers 130 Air damage from Alienor's Lightning. 
04:35:18: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 217101890 , Sparkling Extraplanar Gem ) Alienor's Sparkling Extraplanar Gem heals Alienor for 0. (123 overheal)
04:35:19: ( 4 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 38 , 1437087468 , Eye of the Storm ) Normal Practice Dummy suffers 38 Air damage from Alienor's Eye of the Storm. 
04:35:19: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 293562978 , Salvation ) Alienor's Salvation heals Alienor for 0. (85 overheal)
04:35:19: ( 6 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1626474066 , Conviction ) Alienor gains Alienor's Conviction.
04:35:19: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 211 , 41835013 , Even Justice ) Alienor's Even Justice hits Normal Practice Dummy for 211 Life damage. 
04:35:20: ( 9 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 0 , 1437087468 , Eye of the Storm ) Alienor's Eye of the Storm dissipates from Normal Practice Dummy.
04:35:20: ( 4 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 38 , 1437087468 , Eye of the Storm ) Normal Practice Dummy suffers 38 Air damage from Alienor's Eye of the Storm. 
04:35:20: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 69 , 418298310 , Auto Attack ) Alienor's Auto Attack hits Normal Practice Dummy for 69 Physical damage. 
04:35:20: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1545154432 , Crystal Vine ) Alienor's Crystal Vine heals Alienor for 0. (150 overheal)
04:35:20: ( 9 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 0 , 1630486843 , Lightning ) Alienor's Lightning dissipates from Normal Practice Dummy.
04:35:20: ( 4 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 130 , 1630486843 , Lightning ) Normal Practice Dummy suffers 130 Air damage from Alienor's Lightning. 
04:35:20: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 217101890 , Sparkling Extraplanar Gem ) Alienor's Sparkling Extraplanar Gem heals Alienor for 0. (123 overheal)
04:35:20: ( 27 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 81 , 1096897702 , Endless Winter ) Alienor's Endless Winter gives Alienor 81 Mana.
04:35:20: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 293562978 , Salvation ) Alienor's Salvation heals Alienor for 0. (204 overheal)
04:35:20: ( 6 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1626474066 , Conviction ) Alienor gains Alienor's Conviction.
04:35:21: ( 23 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 497 , 41835013 , Even Justice ) Alienor's Even Justice critically hits Normal Practice Dummy for 497 Life damage. 
04:35:21: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 293562978 , Salvation ) Alienor's Salvation heals Alienor for 0. (108 overheal)
04:35:21: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 607 , 428414027 , Jolt ) Alienor's Jolt hits Normal Practice Dummy for 607 Air damage. 
04:35:22: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1545154432 , Crystal Vine ) Alienor's Crystal Vine heals Alienor for 0. (150 overheal)
04:35:22: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 293562978 , Salvation ) Alienor's Salvation heals Alienor for 0. (69 overheal)
04:35:22: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 384 , 2129184048 , Massive Blow ) Alienor's Massive Blow hits Normal Practice Dummy for 384 Physical damage. 
04:35:22: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 217101890 , Sparkling Extraplanar Gem ) Alienor's Sparkling Extraplanar Gem heals Alienor for 0. (123 overheal)
04:35:23: ( 1 , T=P#R=O#211669182564756981 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Navarriel , Unknown , 0 , 2102262591 , Salvage Accessories ) Navarriel begins casting Salvage Accessories.
04:35:23: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 78 , 418298310 , Auto Attack ) Alienor's Auto Attack hits Normal Practice Dummy for 78 Physical damage. 
04:35:24: ( 3 , T=P#R=O#211669182505119958 , T=N#R=O#9223372041250411535 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Normal Practice Dummy , 407 , 367307467 , Sovereignty ) Alienor's Sovereignty hits Normal Practice Dummy for 407 Life damage. 
04:35:24: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 293562978 , Salvation ) Alienor's Salvation heals Alienor for 0. (166 overheal)
04:35:24: ( 6 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1626474066 , Conviction ) Alienor gains Alienor's Conviction.
04:35:24: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1545154432 , Crystal Vine ) Alienor's Crystal Vine heals Alienor for 0. (150 overheal)
04:35:32: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 760404140 , Motif of Grandeur ) Hoble's Motif of Grandeur fades from Hoble.
04:35:33: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1303653269 , Motif of Tenacity ) Hoble's Motif of Tenacity fades from Hoble.
04:35:34: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 123594483 , Motif of Focus ) Hoble's Motif of Focus fades from Hoble.
04:35:35: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1971418677 , Motif of Bravery ) Hoble's Motif of Bravery fades from Hoble.
04:35:36: ( 7 , T=P#R=O#211669182505121621 , T=N#R=O#9223372051536360699 , T=X#R=X#0 , T=P#R=O#211669182505121621 , Bokor , Hornee , 0 , 156052578 , Combined Effort ) Bokor's Combined Effort fades from Hornee.
04:35:37: ( 14 , T=P#R=O#211669182722054905 , T=P#R=O#211669182722054905 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Hastos , 548 , 316931269 , Falling Damage ) Hastos takes 548 damage from Falling Damage. 
04:35:49: ( 1 , T=P#R=O#211669182502151728 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Sominus , Unknown , 0 , 1790356495 , Changing Role ) Sominus begins casting Changing Role.
04:35:51: ( 7 , T=P#R=O#211669182502151728 , T=P#R=O#211669182502151728 , T=X#R=X#0 , T=X#R=X#0 , Sominus , Sominus , 0 , 111642718 , Lethal Poison ) Sominus's Lethal Poison fades from Sominus.
04:35:51: ( 7 , T=P#R=O#211669182502151728 , T=P#R=O#211669182502151728 , T=X#R=X#0 , T=X#R=X#0 , Sominus , Sominus , 0 , 1973453194 , Virulent Poison ) Sominus's Virulent Poison fades from Sominus.
04:35:59: ( 1 , T=P#R=O#211669182518742081 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Bebaola , Unknown , 0 , 1436062628 , Salvage Armor ) Bebaola begins casting Salvage Armor.
04:35:59: ( 6 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble gains Hoble's Motif of Regeneration.
04:36:01: ( 6 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 760404140 , Motif of Grandeur ) Hoble gains Hoble's Motif of Grandeur.
04:36:24: ( 1 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1803733676 , Changing Role ) Beawr begins casting Changing Role.
04:36:25: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1092610256 , Temporary Rune Buff ) Beawr gains Beawr's Temporary Rune Buff.
04:36:25: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1092610256 , Temporary Rune Buff ) Beawr gains Beawr's Temporary Rune Buff.
04:36:25: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1092610256 , Temporary Rune Buff ) Beawr gains Beawr's Temporary Rune Buff.
04:36:25: ( 6 , T=P#R=O#211669182502156596 , T=P#R=O#211669182502156596 , T=X#R=X#0 , T=X#R=X#0 , Calbas , Calbas , 0 , 1059322106 , Noble Blessing ) Calbas gains Calbas's Noble Blessing.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1225019788 , Armor of Devotion ) Beawr's Armor of Devotion fades from Beawr.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 293562978 , Salvation ) Beawr's Salvation fades from Beawr.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 309275273 , Cavalier ) Beawr's Cavalier fades from Beawr.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 825920277 , Reparation ) Beawr's Reparation fades from Beawr.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1312122196 , Heroic Blessing ) Beawr's Heroic Blessing fades from Beawr.
04:36:27: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
04:36:27: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 309275273 , Cavalier ) Beawr gains Beawr's Cavalier.
04:36:29: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 293562978 , Salvation ) Beawr gains Beawr's Salvation.
04:36:31: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 825920277 , Reparation ) Beawr gains Beawr's Reparation.
04:36:50: ( 28 , T=P#R=O#211669182499614758 , T=P#R=O#211669182499614758 , T=X#R=X#0 , T=X#R=X#0 , Frohike , Frohike , 0 , 919940514 , Healing Flood ) Frohike's Healing Flood critically heals Frohike for 0. (237 overheal)
04:36:50: ( 7 , T=P#R=O#211669182499614758 , T=P#R=O#211669182499614758 , T=X#R=X#0 , T=X#R=X#0 , Frohike , Frohike , 0 , 919940514 , Healing Flood ) Frohike's Healing Flood fades from Frohike.
04:36:50: ( 7 , T=P#R=O#211669182499614758 , T=P#R=O#211669182499614758 , T=X#R=X#0 , T=X#R=X#0 , Frohike , Frohike , 0 , 263259465 , Overflow ) Frohike's Overflow fades from Frohike.
04:36:50: ( 6 , T=P#R=O#211669182499614758 , T=P#R=O#211669182499614758 , T=X#R=X#0 , T=X#R=X#0 , Frohike , Frohike , 0 , 263259465 , Overflow ) Frohike gains Frohike's Overflow.
04:36:54: ( 7 , T=P#R=O#211669182582141776 , T=P#R=O#211669182582141776 , T=X#R=X#0 , T=X#R=X#0 , Soph , Soph , 0 , 825920277 , Reparation ) Soph's Reparation fades from Soph.
04:36:54: ( 1 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1790356495 , Changing Role ) Beawr begins casting Changing Role.
04:36:54: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1092610256 , Temporary Rune Buff ) Beawr's Temporary Rune Buff fades from Beawr.
04:36:55: ( 1 , T=P#R=O#211669182499617226 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Syl , Unknown , 0 , 770425075 , Changing Role ) Syl begins casting Changing Role.
04:36:56: ( 2 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1790356495 , Changing Role ) Beawr's Changing Role has been interrupted.
04:36:57: ( 7 , T=P#R=O#211669182499617226 , T=P#R=O#211669182499617226 , T=X#R=X#0 , T=X#R=X#0 , Syl , Syl , 0 , 2123704026 , Life of the Era ) Syl's Life of the Era fades from Syl.
04:36:58: ( 1 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Unknown , 0 , 1790356495 , Changing Role ) Beawr begins casting Changing Role.
04:37:00: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 309275273 , Cavalier ) Beawr's Cavalier fades from Beawr.
04:37:00: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 293562978 , Salvation ) Beawr's Salvation fades from Beawr.
04:37:00: ( 7 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 825920277 , Reparation ) Beawr's Reparation fades from Beawr.
04:37:01: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1225019788 , Armor of Devotion ) Beawr gains Beawr's Armor of Devotion.
04:37:05: ( 7 , T=P#R=O#211669182499614758 , T=P#R=O#211669182499614758 , T=X#R=X#0 , T=X#R=X#0 , Frohike , Frohike , 0 , 263259465 , Overflow ) Frohike's Overflow fades from Frohike.
04:37:06: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 309275273 , Cavalier ) Beawr gains Beawr's Cavalier.
04:37:09: ( 6 , T=P#R=O#211669182502152560 , T=P#R=O#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 825920277 , Reparation ) Beawr gains Beawr's Reparation.
04:37:15: ( 7 , T=N#R=O#9223372039019043466 , T=N#R=O#9223372039019043466 , T=X#R=X#0 , T=X#R=X#0 , Petrov Whitemane , Petrov Whitemane , 0 , 45201325 , Heroic Blessing ) Petrov Whitemane's Heroic Blessing fades from Petrov Whitemane.
04:37:17: ( 6 , T=N#R=O#9223372039019043466 , T=N#R=O#9223372039019043466 , T=X#R=X#0 , T=X#R=X#0 , Petrov Whitemane , Petrov Whitemane , 0 , 45201325 , Heroic Blessing ) Petrov Whitemane gains Petrov Whitemane's Heroic Blessing.
04:37:35: ( 1 , T=P#R=O#211669182698780415 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Dominas , Unknown , 0 , 947831449 , Changing Role ) Dominas begins casting Changing Role.
04:37:37: ( 1 , T=P#R=O#211669182720123936 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Lorise , Unknown , 0 , 10 , Runebreak ) Lorise begins casting Runebreak.
04:37:40: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:37:42: ( 1 , T=P#R=O#211669182720123936 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Lorise , Unknown , 0 , 10 , Runebreak ) Lorise begins casting Runebreak.
04:37:43: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:37:46: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:37:49: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:37:52: ( 28 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration critically heals Hoble for 0. (183 overheal)
04:37:54: ( 7 , T=P#R=O#211669182627054567 , T=P#R=O#211669182627054567 , T=X#R=X#0 , T=X#R=X#0 , Boregore , Boregore , 0 , 224874144 , Void ) Boregore's Void fades from Boregore.
04:37:54: ( 7 , T=P#R=O#211669182627054567 , T=P#R=O#211669182627054567 , T=X#R=X#0 , T=X#R=X#0 , Boregore , Boregore , 0 , 1968210101 , Battlefield Awareness ) Boregore's Battlefield Awareness fades from Boregore.
04:37:54: ( 7 , T=P#R=O#211669182627054567 , T=P#R=O#211669182627054567 , T=X#R=X#0 , T=X#R=X#0 , Boregore , Boregore , 0 , 520790874 , Battlefield Distraction ) Boregore's Battlefield Distraction fades from Boregore.
04:37:54: ( 6 , T=P#R=O#211669182627054567 , T=P#R=O#211669182627054567 , T=X#R=X#0 , T=X#R=X#0 , Boregore , Boregore , 0 , 1092610256 , Temporary Rune Buff ) Boregore gains Boregore's Temporary Rune Buff.
04:37:55: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:37:57: ( 6 , T=P#R=O#211669182499616016 , T=P#R=O#211669182499616016 , T=X#R=X#0 , T=X#R=X#0 , Kiraen , Kiraen , 0 , 1092610256 , Temporary Rune Buff ) Kiraen gains Kiraen's Temporary Rune Buff.
04:37:58: ( 28 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration critically heals Hoble for 0. (183 overheal)
04:38:00: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration fades from Hoble.
04:38:01: ( 5 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1307689744 , Motif of Regeneration ) Hoble's Motif of Regeneration heals Hoble for 0. (122 overheal)
04:38:02: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 760404140 , Motif of Grandeur ) Hoble's Motif of Grandeur fades from Hoble.
04:38:03: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1303653269 , Motif of Tenacity ) Hoble's Motif of Tenacity fades from Hoble.
04:38:04: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 123594483 , Motif of Focus ) Hoble's Motif of Focus fades from Hoble.
04:38:04: ( 6 , T=N#R=O#9223372041250411367 , T=N#R=O#9223372041250411367 , T=X#R=X#0 , T=X#R=X#0 , Dnak Bracknor , Dnak Bracknor , 0 , 2044533123 , Combat Pose ) Dnak Bracknor gains Dnak Bracknor's Combat Pose.
04:38:05: ( 7 , T=P#R=O#211669182706688885 , T=P#R=O#211669182706688885 , T=X#R=X#0 , T=X#R=X#0 , Hoble , Hoble , 0 , 1971418677 , Motif of Bravery ) Hoble's Motif of Bravery fades from Hoble.
04:38:14: ( 6 , T=P#R=O#211669182711962949 , T=P#R=O#211669182711962949 , T=X#R=X#0 , T=X#R=X#0 , Isine , Isine , 0 , 1901161944 , On the Double ) Isine gains Isine's On the Double.
04:38:14: ( 6 , T=P#R=O#211669182711962949 , T=P#R=O#211669182711962949 , T=X#R=X#0 , T=X#R=X#0 , Isine , Isine , 0 , 1901161944 , On the Double ) Isine gains Isine's On the Double.
04:38:14: ( 9 , T=N#R=O#9223372048392898615 , T=P#R=O#211669182636735737 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Noka , 0 , 1733412618 , Exposed ) Abyssal Infiltrator's Exposed dissipates from Noka.
04:38:19: ( 6 , T=N#R=O#9223372048392900723 , T=N#R=O#9223372048392900723 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Abyssal Infiltrator , 0 , 1382508543 , Glacial Shield ) Abyssal Infiltrator gains Abyssal Infiltrator's Glacial Shield.
04:38:19: ( 7 , T=P#R=O#211669182711962949 , T=P#R=O#211669182711962949 , T=X#R=X#0 , T=X#R=X#0 , Isine , Isine , 0 , 1901161944 , On the Double ) Isine's On the Double fades from Isine.
04:38:19: ( 7 , T=P#R=O#211669182711962949 , T=P#R=O#211669182711962949 , T=X#R=X#0 , T=X#R=X#0 , Isine , Isine , 0 , 1901161944 , On the Double ) Isine's On the Double fades from Isine.
04:38:20: ( 5 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1579937893 , Soothing Stream ) Alienor's Soothing Stream heals Alienor for 0. (111 overheal)
04:38:20: ( 3 , T=N#R=O#9223372048392900723 , T=P#R=O#211669182636735737 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Noka , 8 , 32 , attack ) Abyssal Infiltrator's attack hits Noka for 8 Physical damage. 
04:38:20: ( 6 , T=P#R=O#211669182505119958 , T=P#R=O#211669182505119958 , T=X#R=X#0 , T=X#R=X#0 , Alienor , Alienor , 0 , 1579937893 , Soothing Stream ) Alienor gains Alienor's Soothing Stream.
