06:48:10: ( 7 , T=P#R=O#211669182502159132 , T=P#R=O#211669182502159132 , T=X#R=X#0 , T=X#R=X#0 , Erhellen , Erhellen , 0 , 1092610256 , Temporary Rune Buff ) Erhellen's Temporary Rune Buff fades from Erhellen.
06:58:55: ( 9 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone dissipates from Normal Practice Dummy.
06:58:55: ( 8 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy is afflicted by Elanis's Pillaging Stone.
06:58:55: ( 3 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 253 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone hits Normal Practice Dummy for 253 Earth damage. 
06:58:56: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:58:56: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 51 , 132851269 , Lethal Poison ) Batiatous's Lethal Poison hits Elite Practice Dummy for 51 Water damage. 
06:58:56: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:56: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:56: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 178 Death damage from Aoife's Life Leech. 
06:58:56: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:56: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 175 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 175 Physical damage. 
06:58:56: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 250 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 250 Air damage. 
06:58:56: ( 7 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 1463001240 , Windshielding Rune ) Batiatous's Windshielding Rune fades from Batiatous.
06:58:57: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 51 , 132851269 , Lethal Poison ) Batiatous's Lethal Poison hits Elite Practice Dummy for 51 Water damage. 
06:58:57: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 86 , 1210012596 , Auto Attack ) Batiatous's Auto Attack hits Elite Practice Dummy for 86 Physical damage. 
06:58:57: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 209 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 209 Air damage. 
06:58:57: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
06:58:57: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1004 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1004 Death damage. 
06:58:57: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:58:58: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
06:58:58: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:58: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:58: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:58:58: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
06:58:58: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:58: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 179 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 179 Physical damage. 
06:58:58: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 194 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 194 Air damage. 
06:58:58: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:58: ( 5 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 598632415 , Lifegiving Veil ) Elanis's Lifegiving Veil heals Elanis for 0. (12 overheal)
06:58:58: ( 6 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 2142435355 , Pillaging Stone ) Elanis gains Elanis's Pillaging Stone.
06:58:58: ( 9 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone dissipates from Normal Practice Dummy.
06:58:58: ( 8 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy is afflicted by Elanis's Pillaging Stone.
06:58:58: ( 3 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 254 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone hits Normal Practice Dummy for 254 Earth damage. 
06:58:59: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1507 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1507 Death damage. 
06:58:59: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:59: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 196 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 196 Physical damage. 
06:58:59: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
06:58:59: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:58:59: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
06:58:59: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 92 , 1210012596 , Auto Attack ) Batiatous's Auto Attack hits Elite Practice Dummy for 92 Physical damage. 
06:58:59: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:59: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:59: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
06:58:59: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:59: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:59:00: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:59:00: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:59:00: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 226 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 226 Physical damage. 
06:59:00: ( 5 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 598632415 , Lifegiving Veil ) Elanis's Lifegiving Veil heals Elanis for 0. (12 overheal)
06:59:00: ( 6 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 2142435355 , Pillaging Stone ) Elanis gains Elanis's Pillaging Stone.
06:59:00: ( 9 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone dissipates from Normal Practice Dummy.
06:59:00: ( 8 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy is afflicted by Elanis's Pillaging Stone.
06:59:00: ( 3 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 257 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone hits Normal Practice Dummy for 257 Earth damage. 
06:59:00: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1001 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1001 Death damage. 
06:59:01: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:59:01: ( 1 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Unknown , 0 , 563799322 , Deadeye Shot ) Batiatous begins casting Deadeye Shot.
06:59:01: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (89 overheal)
06:59:01: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:59:01: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:59:01: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
06:59:01: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 230 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 230 Death damage. 
06:59:01: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:59:02: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:59:02: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1435 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1435 Death damage. 
06:59:02: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:59:02: ( 7 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous's Swift Shot fades from Batiatous.
06:59:02: ( 19 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy resists Elanis's Pillaging Stone.
06:59:03: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (86 overheal)
06:59:03: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:59:03: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:59:03: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:59:03: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 221 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 221 Death damage. 
06:59:03: ( 5 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 1904902467 , Waning Shadesource ) Batiatous's Waning Shadesource heals Batiatous for 0. (164 overheal)
06:59:03: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 1619 , 563799322 , Deadeye Shot ) Batiatous's Deadeye Shot critically hits Elite Practice Dummy for 1619 Physical damage. 
06:59:03: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 101 , 1904902467 , Waning Shadesource ) Batiatous's Waning Shadesource hits Elite Practice Dummy for 101 Death damage. 
06:59:03: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 235 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 235 Air damage. 
06:59:03: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
06:59:03: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 53 , 132851269 , Lethal Poison ) Batiatous's Lethal Poison hits Elite Practice Dummy for 53 Water damage. 
06:59:03: ( 1 , T=P#R=O#211669182502153733 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Maestro , Unknown , 0 , 761654615 , Marksman's Pedestal ) Maestro begins casting Marksman's Pedestal.
06:59:03: ( 7 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife's Empowered Darkness fades from Aoife.
06:59:03: ( 1 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Unknown , 0 , 398304460 , Empowered Shot ) Batiatous begins casting Empowered Shot.
06:59:04: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1000 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 1000 Death damage. 
06:59:04: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 149 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 149 Death damage from Aoife's Dark Touch. 
06:59:04: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 138 , 1210012596 , Auto Attack ) Batiatous's Auto Attack critically hits Elite Practice Dummy for 138 Physical damage. 
06:59:04: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:59:04: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
06:59:04: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:59:04: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:59:04: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 171 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 171 Death damage. 
06:59:05: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
06:59:05: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
06:59:05: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 143 , 1055329214 , Dark Touch ) Aoife's Dark Touch hits Boss Practice Dummy for 143 Death damage. 
06:59:05: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 131 , 993221111 , Necrosis ) Boss Practice Dummy suffers 131 Death damage from Aoife's Necrosis. 
06:59:05: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 628 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 628 Death damage. 
06:59:06: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:59:06: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:59:06: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 572 , 398304460 , Empowered Shot ) Batiatous's Empowered Shot critically hits Elite Practice Dummy for 572 Physical damage. 
06:59:06: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 225 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 225 Air damage. 
06:59:06: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 210 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 210 Physical damage. 
06:59:06: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 212 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 212 Air damage. 
06:59:06: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (66 overheal)
